Farm_ID,Date,Crop,Disease,Growth_Stage,Weather_Condition,Severity,Treatment_Applied,Treatment_Type,Dosage,Cost_Per_Acre,Outcome,Analyst_Notes
9eff0831,4/19/2025,Apple,Cedar Apple Rust,Vegetative,Rainy,Low,Propiconazole,Chemical,2.0 pts/acre,29,Success,Propiconazole used during Vegetative stage under Rainy conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
f5ee23a5,5/12/2025,Potato,Late Blight,Seedling,Humid,Low,Ridomil Gold,Chemical,2.0 pts/acre,58,Success,Ridomil Gold used during Seedling stage under Humid conditions for Low Late Blight. Outcome: Success. Recommended.
944f9e1f,9/28/2025,Tomato,Bacterial Spot,Flowering,Dry/Sunny,Critical,Bacteriophages,Organic,3.0 pts/acre,47,Failure,Bacteriophages used during Flowering stage under Dry/Sunny conditions for Critical Bacterial Spot. Outcome: Failure. Recommended.
63590e0d,5/22/2025,Potato,Late Blight,Flowering,Rainy,Low,Ridomil Gold,Chemical,2.0 pts/acre,58,Success,Ridomil Gold used during Flowering stage under Rainy conditions for Low Late Blight. Outcome: Success. Recommended.
a7f49cc9,4/27/2025,Grape,Black Rot,Fruiting,Humid,High,Lime Sulfur,Organic,3.0 pts/acre,10,Failure,Lime Sulfur used during Fruiting stage under Humid conditions for High Black Rot. Outcome: Failure. Recommended.
680dc15b,3/6/2025,Apple,Apple Scab,Seedling,Hot,Low,Captan,Chemical,2.0 pts/acre,20,Success,Captan used during Seedling stage under Hot conditions for Low Apple Scab. Outcome: Success. Recommended.
f49f8de1,12/21/2025,Potato,Early Blight,Flowering,Hot,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,29,Success,Chlorothalonil (Bravo) used during Flowering stage under Hot conditions for High Early Blight. Outcome: Success. Recommended.
e785a946,8/1/2025,Apple,Cedar Apple Rust,Flowering,Dry/Sunny,Moderate,Propiconazole,Chemical,2.0 pts/acre,28,Success,Propiconazole used during Flowering stage under Dry/Sunny conditions for Moderate Cedar Apple Rust. Outcome: Success. Recommended.
9a8e1646,12/15/2025,Apple,Cedar Apple Rust,Vegetative,Rainy,Critical,Myclobutanil,Chemical,3.0 pts/acre,33,Success,Myclobutanil used during Vegetative stage under Rainy conditions for Critical Cedar Apple Rust. Outcome: Success. Recommended.
d18e8961,5/9/2025,Tomato,Early Blight,Vegetative,Hot,Low,Mancozeb (Dithane),Chemical,2.0 pts/acre,20,Success,Mancozeb (Dithane) used during Vegetative stage under Hot conditions for Low Early Blight. Outcome: Success. Recommended.
00c11c5e,5/31/2025,Grape,Esca (Black Measles),Flowering,Rainy,High,Pruning & Sanitation,Mechanical,3.0 pts/acre,103,Partial Control,Pruning & Sanitation used during Flowering stage under Rainy conditions for High Esca (Black Measles). Outcome: Partial Control. Recommended.
114dabcf,8/31/2025,Tomato,Early Blight,Seedling,Dry/Sunny,High,Azoxystrobin (Quadris),Chemical,3.0 pts/acre,50,Success,Azoxystrobin (Quadris) used during Seedling stage under Dry/Sunny conditions for High Early Blight. Outcome: Success. Recommended.
a59f7dc6,8/29/2025,Grape,Esca (Black Measles),Vegetative,Dry/Sunny,High,Trichoderma species,Organic,3.0 pts/acre,38,Failure,Trichoderma species used during Vegetative stage under Dry/Sunny conditions for High Esca (Black Measles). Outcome: Failure. Recommended.
30e4bfb6,10/10/2025,Potato,Early Blight,Fruiting,Cold,Low,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,48,Success,Azoxystrobin (Quadris) used during Fruiting stage under Cold conditions for Low Early Blight. Outcome: Success. Recommended.
82192e3f,1/12/2026,Grape,Leaf Blight,Seedling,Dry/Sunny,High,Mancozeb,Chemical,3.0 pts/acre,20,Partial Control,Mancozeb used during Seedling stage under Dry/Sunny conditions for High Leaf Blight. Outcome: Partial Control. Recommended.
35907127,1/23/2026,Apple,Black Rot,Vegetative,Cold,Low,Captan,Chemical,2.0 pts/acre,24,Success,Captan used during Vegetative stage under Cold conditions for Low Black Rot. Outcome: Success. Recommended.
a08c2e1c,9/18/2025,Apple,Apple Scab,Seedling,Dry/Sunny,Moderate,Myclobutanil,Chemical,2.0 pts/acre,33,Success,Myclobutanil used during Seedling stage under Dry/Sunny conditions for Moderate Apple Scab. Outcome: Success. Recommended.
086a19a1,7/20/2025,Grape,Leaf Blight,Flowering,Hot,Low,Copper Oxychloride,Chemical,2.0 pts/acre,17,Partial Control,Copper Oxychloride used during Flowering stage under Hot conditions for Low Leaf Blight. Outcome: Partial Control. Recommended.
a7a33d55,9/28/2025,Tomato,Bacterial Spot,Seedling,Cold,Low,Bacteriophages,Organic,2.0 pts/acre,53,Partial Control,Bacteriophages used during Seedling stage under Cold conditions for Low Bacterial Spot. Outcome: Partial Control. Recommended.
2b4a2c1a,9/3/2025,Apple,Apple Scab,Seedling,Hot,Moderate,Myclobutanil,Chemical,2.0 pts/acre,43,Success,Myclobutanil used during Seedling stage under Hot conditions for Moderate Apple Scab. Outcome: Success. Recommended.
506cc07b,6/17/2025,Potato,Late Blight,Seedling,Hot,Moderate,Propamocarb,Chemical,2.0 pts/acre,41,Success,Propamocarb used during Seedling stage under Hot conditions for Moderate Late Blight. Outcome: Success. Recommended.
a0a93472,1/27/2026,Potato,Late Blight,Harvest Ready,Hot,Moderate,Propamocarb,Chemical,2.0 pts/acre,36,Failure,Propamocarb used during Harvest Ready stage under Hot conditions for Moderate Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
02da1399,5/10/2025,Tomato,Late Blight,Flowering,Humid,Low,Fixed Copper,Organic,2.0 pts/acre,15,Partial Control,Fixed Copper used during Flowering stage under Humid conditions for Low Late Blight. Outcome: Partial Control. Recommended.
8cd4d682,8/24/2025,Grape,Leaf Blight,Vegetative,Dry/Sunny,Critical,Mancozeb,Chemical,3.0 pts/acre,19,Success,Mancozeb used during Vegetative stage under Dry/Sunny conditions for Critical Leaf Blight. Outcome: Success. Recommended.
37b37536,9/29/2025,Tomato,Late Blight,Flowering,Dry/Sunny,Low,Propamocarb,Chemical,2.0 pts/acre,38,Success,Propamocarb used during Flowering stage under Dry/Sunny conditions for Low Late Blight. Outcome: Success. Recommended.
81367fe8,5/15/2025,Grape,Leaf Blight,Vegetative,Rainy,High,Mancozeb,Chemical,3.0 pts/acre,20,Partial Control,Mancozeb used during Vegetative stage under Rainy conditions for High Leaf Blight. Outcome: Partial Control. Recommended.
065066ee,12/31/2025,Tomato,Late Blight,Flowering,Hot,Low,Propamocarb,Chemical,2.0 pts/acre,37,Success,Propamocarb used during Flowering stage under Hot conditions for Low Late Blight. Outcome: Success. Recommended.
444070fd,10/16/2025,Tomato,Late Blight,Fruiting,Dry/Sunny,Low,Fixed Copper,Organic,2.0 pts/acre,14,Partial Control,Fixed Copper used during Fruiting stage under Dry/Sunny conditions for Low Late Blight. Outcome: Partial Control. Recommended.
2bb46e12,12/26/2025,Potato,Early Blight,Harvest Ready,Humid,High,Mancozeb (Dithane),Chemical,3.0 pts/acre,22,Failure,Mancozeb (Dithane) used during Harvest Ready stage under Humid conditions for High Early Blight. Outcome: Failure. unsafe due to PHI (5 days).
d6fe2ca2,9/23/2025,Potato,Late Blight,Seedling,Cold,High,Ridomil Gold,Chemical,3.0 pts/acre,58,Success,Ridomil Gold used during Seedling stage under Cold conditions for High Late Blight. Outcome: Success. Recommended.
bed77e91,10/4/2025,Potato,Early Blight,Flowering,Hot,High,Mancozeb (Dithane),Chemical,3.0 pts/acre,24,Partial Control,Mancozeb (Dithane) used during Flowering stage under Hot conditions for High Early Blight. Outcome: Partial Control. Recommended.
decfcdee,9/20/2025,Apple,Black Rot,Vegetative,Dry/Sunny,Low,Thiophanate-methyl,Chemical,2.0 pts/acre,34,Success,Thiophanate-methyl used during Vegetative stage under Dry/Sunny conditions for Low Black Rot. Outcome: Success. Recommended.
ba8e5c50,6/22/2025,Potato,Late Blight,Vegetative,Hot,High,Propamocarb,Chemical,3.0 pts/acre,45,Success,Propamocarb used during Vegetative stage under Hot conditions for High Late Blight. Outcome: Success. Recommended.
aa55aa56,10/13/2025,Tomato,Late Blight,Fruiting,Dry/Sunny,Moderate,Ridomil Gold,Chemical,2.0 pts/acre,53,Success,Ridomil Gold used during Fruiting stage under Dry/Sunny conditions for Moderate Late Blight. Outcome: Success. Recommended.
c36e9fe6,12/17/2025,Tomato,Early Blight,Flowering,Hot,Critical,Bacillus subtilis,Organic,3.0 pts/acre,32,Failure,Bacillus subtilis used during Flowering stage under Hot conditions for Critical Early Blight. Outcome: Failure. Recommended.
e7b7574f,2/22/2025,Apple,Apple Scab,Seedling,Hot,High,Myclobutanil,Chemical,3.0 pts/acre,37,Success,Myclobutanil used during Seedling stage under Hot conditions for High Apple Scab. Outcome: Success. Recommended.
f3719869,1/21/2026,Potato,Late Blight,Seedling,Dry/Sunny,Critical,Propamocarb,Chemical,3.0 pts/acre,35,Success,Propamocarb used during Seedling stage under Dry/Sunny conditions for Critical Late Blight. Outcome: Success. Recommended.
9e95896d,9/18/2025,Apple,Cedar Apple Rust,Fruiting,Cold,Critical,Propiconazole,Chemical,3.0 pts/acre,33,Success,Propiconazole used during Fruiting stage under Cold conditions for Critical Cedar Apple Rust. Outcome: Success. Recommended.
5f4798ad,11/15/2025,Apple,Black Rot,Harvest Ready,Humid,High,Thiophanate-methyl,Chemical,3.0 pts/acre,27,Success,Thiophanate-methyl used during Harvest Ready stage under Humid conditions for High Black Rot. Outcome: Success. Recommended.
d942f346,8/30/2025,Potato,Early Blight,Harvest Ready,Cold,High,Azoxystrobin (Quadris),Chemical,3.0 pts/acre,49,Success,Azoxystrobin (Quadris) used during Harvest Ready stage under Cold conditions for High Early Blight. Outcome: Success. Recommended.
0c61afa3,1/3/2026,Grape,Black Rot,Seedling,Rainy,Low,Captan,Chemical,2.0 pts/acre,22,Partial Control,Captan used during Seedling stage under Rainy conditions for Low Black Rot. Outcome: Partial Control. Recommended.
dd69e906,5/23/2025,Apple,Apple Scab,Fruiting,Dry/Sunny,Moderate,Captan,Chemical,2.0 pts/acre,23,Success,Captan used during Fruiting stage under Dry/Sunny conditions for Moderate Apple Scab. Outcome: Success. Recommended.
be8f2661,4/12/2025,Apple,Cedar Apple Rust,Harvest Ready,Rainy,Moderate,Propiconazole,Chemical,2.0 pts/acre,30,Failure,Propiconazole used during Harvest Ready stage under Rainy conditions for Moderate Cedar Apple Rust. Outcome: Failure. unsafe due to PHI (14 days).
9554ed7f,4/13/2025,Potato,Early Blight,Flowering,Cold,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,23,Success,Chlorothalonil (Bravo) used during Flowering stage under Cold conditions for High Early Blight. Outcome: Success. Recommended.
8b466d06,3/28/2025,Potato,Early Blight,Seedling,Hot,High,Mancozeb (Dithane),Chemical,3.0 pts/acre,15,Partial Control,Mancozeb (Dithane) used during Seedling stage under Hot conditions for High Early Blight. Outcome: Partial Control. Recommended.
4b89449f,9/20/2025,Grape,Esca (Black Measles),Flowering,Rainy,High,Trichoderma species,Organic,3.0 pts/acre,44,Failure,Trichoderma species used during Flowering stage under Rainy conditions for High Esca (Black Measles). Outcome: Failure. Recommended.
0a6da60c,1/2/2026,Grape,Esca (Black Measles),Vegetative,Cold,Critical,Trichoderma species,Organic,3.0 pts/acre,36,Failure,Trichoderma species used during Vegetative stage under Cold conditions for Critical Esca (Black Measles). Outcome: Failure. Recommended.
57965785,5/12/2025,Potato,Late Blight,Flowering,Hot,Critical,Fixed Copper,Organic,3.0 pts/acre,20,Failure,Fixed Copper used during Flowering stage under Hot conditions for Critical Late Blight. Outcome: Failure. Recommended.
f9fb8962,5/16/2025,Tomato,Bacterial Spot,Seedling,Cold,Moderate,Agri-Mycin,Chemical,2.0 pts/acre,32,Partial Control,Agri-Mycin used during Seedling stage under Cold conditions for Moderate Bacterial Spot. Outcome: Partial Control. Recommended.
5cc47739,5/29/2025,Tomato,Early Blight,Flowering,Cold,Moderate,Chlorothalonil (Bravo),Chemical,2.0 pts/acre,29,Success,Chlorothalonil (Bravo) used during Flowering stage under Cold conditions for Moderate Early Blight. Outcome: Success. Recommended.
59fa8d38,2/25/2025,Tomato,Bacterial Spot,Vegetative,Dry/Sunny,Low,Copper + Mancozeb,Chemical,2.0 pts/acre,30,Success,Copper + Mancozeb used during Vegetative stage under Dry/Sunny conditions for Low Bacterial Spot. Outcome: Success. Recommended.
0bdbd078,3/19/2025,Tomato,Bacterial Spot,Flowering,Rainy,High,Agri-Mycin,Chemical,3.0 pts/acre,34,Partial Control,Agri-Mycin used during Flowering stage under Rainy conditions for High Bacterial Spot. Outcome: Partial Control. Recommended.
ced67b4b,5/3/2025,Apple,Apple Scab,Harvest Ready,Cold,Moderate,Myclobutanil,Chemical,2.0 pts/acre,38,Failure,Myclobutanil used during Harvest Ready stage under Cold conditions for Moderate Apple Scab. Outcome: Failure. unsafe due to PHI (14 days).
8ad93570,6/1/2025,Grape,Black Rot,Flowering,Rainy,Low,Captan,Chemical,2.0 pts/acre,21,Partial Control,Captan used during Flowering stage under Rainy conditions for Low Black Rot. Outcome: Partial Control. Recommended.
647e34e2,11/14/2025,Tomato,Late Blight,Vegetative,Cold,Critical,Fixed Copper,Organic,3.0 pts/acre,17,Failure,Fixed Copper used during Vegetative stage under Cold conditions for Critical Late Blight. Outcome: Failure. Recommended.
064b44c6,12/14/2025,Apple,Apple Scab,Fruiting,Hot,High,Sulfur,Organic,3.0 pts/acre,13,Partial Control,Sulfur used during Fruiting stage under Hot conditions for High Apple Scab. Outcome: Partial Control. Recommended.
25a61fa3,9/24/2025,Potato,Late Blight,Fruiting,Rainy,High,Ridomil Gold,Chemical,3.0 pts/acre,56,Partial Control,Ridomil Gold used during Fruiting stage under Rainy conditions for High Late Blight. Outcome: Partial Control. Recommended.
c3bb4aab,4/29/2025,Apple,Apple Scab,Vegetative,Hot,Low,Sulfur,Organic,2.0 pts/acre,13,Partial Control,Sulfur used during Vegetative stage under Hot conditions for Low Apple Scab. Outcome: Partial Control. Recommended.
6551f272,3/13/2025,Apple,Apple Scab,Seedling,Dry/Sunny,High,Sulfur,Organic,3.0 pts/acre,6,Partial Control,Sulfur used during Seedling stage under Dry/Sunny conditions for High Apple Scab. Outcome: Partial Control. Recommended.
3b04802c,9/19/2025,Apple,Black Rot,Vegetative,Cold,High,Lime Sulfur,Organic,3.0 pts/acre,16,Failure,Lime Sulfur used during Vegetative stage under Cold conditions for High Black Rot. Outcome: Failure. Recommended.
76df643d,8/26/2025,Tomato,Early Blight,Vegetative,Cold,High,Bacillus subtilis,Organic,3.0 pts/acre,33,Partial Control,Bacillus subtilis used during Vegetative stage under Cold conditions for High Early Blight. Outcome: Partial Control. Recommended.
578e5896,7/27/2025,Apple,Apple Scab,Vegetative,Rainy,High,Captan,Chemical,3.0 pts/acre,26,Partial Control,Captan used during Vegetative stage under Rainy conditions for High Apple Scab. Outcome: Partial Control. Recommended.
3285aa58,9/2/2025,Potato,Late Blight,Harvest Ready,Dry/Sunny,Critical,Propamocarb,Chemical,3.0 pts/acre,44,Failure,Propamocarb used during Harvest Ready stage under Dry/Sunny conditions for Critical Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
94f7a3d5,2/18/2025,Apple,Cedar Apple Rust,Flowering,Hot,Low,Propiconazole,Chemical,2.0 pts/acre,26,Success,Propiconazole used during Flowering stage under Hot conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
27c10eba,8/14/2025,Potato,Early Blight,Fruiting,Humid,Low,Copper Hydroxide,Organic,2.0 pts/acre,10,Partial Control,Copper Hydroxide used during Fruiting stage under Humid conditions for Low Early Blight. Outcome: Partial Control. Recommended.
607a263e,4/14/2025,Potato,Early Blight,Vegetative,Humid,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,22,Success,Chlorothalonil (Bravo) used during Vegetative stage under Humid conditions for High Early Blight. Outcome: Success. Recommended.
c86d7369,2/7/2026,Potato,Early Blight,Fruiting,Humid,Low,Mancozeb (Dithane),Chemical,2.0 pts/acre,18,Success,Mancozeb (Dithane) used during Fruiting stage under Humid conditions for Low Early Blight. Outcome: Success. Recommended.
93d1c358,9/6/2025,Potato,Early Blight,Fruiting,Rainy,Critical,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,24,Partial Control,Chlorothalonil (Bravo) used during Fruiting stage under Rainy conditions for Critical Early Blight. Outcome: Partial Control. Recommended.
53596847,6/2/2025,Potato,Late Blight,Seedling,Hot,Low,Fixed Copper,Organic,2.0 pts/acre,18,Partial Control,Fixed Copper used during Seedling stage under Hot conditions for Low Late Blight. Outcome: Partial Control. Recommended.
f999067c,2/23/2025,Apple,Black Rot,Flowering,Dry/Sunny,Critical,Lime Sulfur,Organic,3.0 pts/acre,11,Failure,Lime Sulfur used during Flowering stage under Dry/Sunny conditions for Critical Black Rot. Outcome: Failure. Recommended.
4079c26d,11/24/2025,Apple,Black Rot,Harvest Ready,Dry/Sunny,Critical,Lime Sulfur,Organic,3.0 pts/acre,9,Failure,Lime Sulfur used during Harvest Ready stage under Dry/Sunny conditions for Critical Black Rot. Outcome: Failure. Recommended.
5dfc57d7,12/12/2025,Grape,Esca (Black Measles),Fruiting,Rainy,Critical,Trichoderma species,Organic,3.0 pts/acre,38,Failure,Trichoderma species used during Fruiting stage under Rainy conditions for Critical Esca (Black Measles). Outcome: Failure. Recommended.
a90090e6,3/20/2025,Tomato,Late Blight,Vegetative,Hot,Critical,Fixed Copper,Organic,3.0 pts/acre,20,Failure,Fixed Copper used during Vegetative stage under Hot conditions for Critical Late Blight. Outcome: Failure. Recommended.
524ae561,8/5/2025,Tomato,Early Blight,Harvest Ready,Humid,High,Mancozeb (Dithane),Chemical,3.0 pts/acre,20,Failure,Mancozeb (Dithane) used during Harvest Ready stage under Humid conditions for High Early Blight. Outcome: Failure. unsafe due to PHI (5 days).
80385eee,11/25/2025,Apple,Cedar Apple Rust,Harvest Ready,Humid,High,Myclobutanil,Chemical,3.0 pts/acre,36,Failure,Myclobutanil used during Harvest Ready stage under Humid conditions for High Cedar Apple Rust. Outcome: Failure. unsafe due to PHI (14 days).
